
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 2361 | Sardine: 160 | Crab: 20 | Shark: 16 | Total: 2557
Simulated Sec 2 | Algae: 2350 | Sardine: 157 | Crab: 20 | Shark: 16 | Total: 2546
Simulated Sec 3 | Algae: 2345 | Sardine: 156 | Crab: 20 | Shark: 16 | Total: 2541
Simulated Sec 4 | Algae: 2341 | Sardine: 155 | Crab: 20 | Shark: 16 | Total: 2537
Simulated Sec 5 | Algae: 2305 | Sardine: 155 | Crab: 20 | Shark: 16 | Total: 2501
Simulated Sec 6 | Algae: 2290 | Sardine: 151 | Crab: 20 | Shark: 16 | Total: 2486
Simulated Sec 7 | Algae: 2266 | Sardine: 136 | Crab: 20 | Shark: 16 | Total: 2462
Simulated Sec 8 | Algae: 2258 | Sardine: 120 | Crab: 20 | Shark: 16 | Total: 2454
Simulated Sec 9 | Algae: 2221 | Sardine: 107 | Crab: 21 | Shark: 16 | Total: 2417
Simulated Sec 10 | Algae: 2208 | Sardine: 103 | Crab: 21 | Shark: 16 | Total: 2404
Simulated Sec 11 | Algae: 2187 | Sardine: 96 | Crab: 21 | Shark: 16 | Total: 2383
Simulated Sec 12 | Algae: 2179 | Sardine: 89 | Crab: 22 | Shark: 16 | Total: 2375
Simulated Sec 13 | Algae: 2153 | Sardine: 89 | Crab: 22 | Shark: 16 | Total: 2350
Simulated Sec 14 | Algae: 2139 | Sardine: 86 | Crab: 24 | Shark: 16 | Total: 2337
Simulated Sec 15 | Algae: 2122 | Sardine: 84 | Crab: 24 | Shark: 16 | Total: 2320
Simulated Sec 16 | Algae: 2113 | Sardine: 83 | Crab: 24 | Shark: 16 | Total: 2311
Simulated Sec 17 | Algae: 2095 | Sardine: 84 | Crab: 24 | Shark: 16 | Total: 2297
Simulated Sec 18 | Algae: 2070 | Sardine: 89 | Crab: 24 | Shark: 16 | Total: 2282
Simulated Sec 19 | Algae: 2044 | Sardine: 89 | Crab: 24 | Shark: 14 | Total: 2258
Simulated Sec 20 | Algae: 2037 | Sardine: 89 | Crab: 24 | Shark: 11 | Total: 2251
Simulated Sec 21 | Algae: 2017 | Sardine: 85 | Crab: 24 | Shark: 11 | Total: 2232
Simulated Sec 22 | Algae: 1994 | Sardine: 81 | Crab: 24 | Shark: 10 | Total: 2211
Simulated Sec 23 | Algae: 1970 | Sardine: 82 | Crab: 24 | Shark: 9 | Total: 2188
Simulated Sec 24 | Algae: 1962 | Sardine: 84 | Crab: 25 | Shark: 9 | Total: 2181
Simulated Sec 25 | Algae: 1943 | Sardine: 86 | Crab: 32 | Shark: 8 | Total: 2169
Simulated Sec 26 | Algae: 1914 | Sardine: 94 | Crab: 32 | Shark: 4 | Total: 2149
Simulated Sec 27 | Algae: 1886 | Sardine: 102 | Crab: 34 | Shark: 4 | Total: 2129
Simulated Sec 28 | Algae: 1872 | Sardine: 104 | Crab: 36 | Shark: 4 | Total: 2118
Simulated Sec 29 | Algae: 1854 | Sardine: 108 | Crab: 36 | Shark: 4 | Total: 2104
Simulated Sec 30 | Algae: 1826 | Sardine: 114 | Crab: 37 | Shark: 4 | Total: 2082
Simulated Sec 31 | Algae: 1785 | Sardine: 130 | Crab: 37 | Shark: 4 | Total: 2060
Simulated Sec 32 | Algae: 1750 | Sardine: 142 | Crab: 37 | Shark: 4 | Total: 2038
Simulated Sec 33 | Algae: 1864 | Sardine: 148 | Crab: 38 | Shark: 4 | Total: 2160
Simulated Sec 34 | Algae: 1975 | Sardine: 152 | Crab: 38 | Shark: 3 | Total: 2280
Simulated Sec 35 | Algae: 2021 | Sardine: 169 | Crab: 38 | Shark: 3 | Total: 2345
Simulated Sec 36 | Algae: 2079 | Sardine: 173 | Crab: 40 | Shark: 2 | Total: 2411
Simulated Sec 37 | Algae: 2128 | Sardine: 178 | Crab: 40 | Shark: 2 | Total: 2467
Simulated Sec 38 | Algae: 2157 | Sardine: 188 | Crab: 40 | Shark: 2 | Total: 2507
Simulated Sec 39 | Algae: 2159 | Sardine: 196 | Crab: 40 | Shark: 2 | Total: 2518
Simulated Sec 40 | Algae: 2173 | Sardine: 193 | Crab: 40 | Shark: 3 | Total: 2535
Simulated Sec 41 | Algae: 2199 | Sardine: 200 | Crab: 40 | Shark: 3 | Total: 2570
Simulated Sec 42 | Algae: 2226 | Sardine: 199 | Crab: 30 | Shark: 3 | Total: 2599
Simulated Sec 43 | Algae: 2237 | Sardine: 206 | Crab: 30 | Shark: 3 | Total: 2621
Simulated Sec 44 | Algae: 2240 | Sardine: 206 | Crab: 30 | Shark: 3 | Total: 2627
Simulated Sec 45 | Algae: 2249 | Sardine: 207 | Crab: 30 | Shark: 3 | Total: 2638
Simulated Sec 46 | Algae: 2255 | Sardine: 211 | Crab: 30 | Shark: 3 | Total: 2649
Simulated Sec 47 | Algae: 2243 | Sardine: 208 | Crab: 30 | Shark: 3 | Total: 2638
Simulated Sec 48 | Algae: 2238 | Sardine: 203 | Crab: 30 | Shark: 3 | Total: 2633
Simulated Sec 49 | Algae: 2239 | Sardine: 202 | Crab: 30 | Shark: 3 | Total: 2636
Simulated Sec 50 | Algae: 2227 | Sardine: 196 | Crab: 30 | Shark: 3 | Total: 2624
Simulated Sec 51 | Algae: 2218 | Sardine: 188 | Crab: 29 | Shark: 3 | Total: 2616
Simulated Sec 52 | Algae: 2209 | Sardine: 183 | Crab: 32 | Shark: 3 | Total: 2607
Simulated Sec 53 | Algae: 2202 | Sardine: 181 | Crab: 32 | Shark: 3 | Total: 2603
Simulated Sec 54 | Algae: 2197 | Sardine: 176 | Crab: 32 | Shark: 3 | Total: 2599
Simulated Sec 55 | Algae: 2181 | Sardine: 169 | Crab: 33 | Shark: 3 | Total: 2583
Simulated Sec 56 | Algae: 2165 | Sardine: 167 | Crab: 33 | Shark: 3 | Total: 2569
Simulated Sec 57 | Algae: 2165 | Sardine: 171 | Crab: 33 | Shark: 3 | Total: 2559
Simulated Sec 58 | Algae: 2166 | Sardine: 165 | Crab: 33 | Shark: 3 | Total: 2549
Simulated Sec 59 | Algae: 2141 | Sardine: 165 | Crab: 34 | Shark: 3 | Total: 2519
Simulated Sec 60 | Algae: 2116 | Sardine: 165 | Crab: 34 | Shark: 3 | Total: 2498
Simulated Sec 61 | Algae: 2108 | Sardine: 169 | Crab: 34 | Shark: 3 | Total: 2491
Simulated Sec 62 | Algae: 2089 | Sardine: 170 | Crab: 34 | Shark: 3 | Total: 2472
Simulated Sec 63 | Algae: 2051 | Sardine: 170 | Crab: 34 | Shark: 3 | Total: 2440
Simulated Sec 64 | Algae: 2013 | Sardine: 168 | Crab: 34 | Shark: 3 | Total: 2404
Simulated Sec 65 | Algae: 1993 | Sardine: 171 | Crab: 33 | Shark: 3 | Total: 2389
Simulated Sec 66 | Algae: 2060 | Sardine: 175 | Crab: 33 | Shark: 3 | Total: 2463
Simulated Sec 67 | Algae: 2088 | Sardine: 174 | Crab: 31 | Shark: 2 | Total: 2493
Simulated Sec 68 | Algae: 2125 | Sardine: 173 | Crab: 30 | Shark: 2 | Total: 2528
Simulated Sec 69 | Algae: 2160 | Sardine: 167 | Crab: 29 | Shark: 2 | Total: 2563
Simulated Sec 70 | Algae: 2188 | Sardine: 171 | Crab: 27 | Shark: 2 | Total: 2593
Simulated Sec 71 | Algae: 2219 | Sardine: 171 | Crab: 28 | Shark: 2 | Total: 2622
Simulated Sec 72 | Algae: 2249 | Sardine: 169 | Crab: 28 | Shark: 1 | Total: 2651
Simulated Sec 73 | Algae: 2266 | Sardine: 170 | Crab: 28 | Shark: 1 | Total: 2675
Simulated Sec 74 | Algae: 2271 | Sardine: 163 | Crab: 26 | Shark: 1 | Total: 2686
Simulated Sec 75 | Algae: 2302 | Sardine: 155 | Crab: 25 | Shark: 0 | Total: 2713
COLLAPSE: Species extinct!
X11Util.Display: Shutdown (JVM shutdown: true, open (no close attempt): 3/3, reusable (open, marked uncloseable): 0, pending (open in creation order): 3)
X11Util: Open X11 Display Connections: 3
X11Util: Open[0]: NamedX11Display[:1, 0x7f4e40867350, refCount 1, unCloseable false]
X11Util: Open[1]: NamedX11Display[:1, 0x7f4d24001a20, refCount 1, unCloseable false]
X11Util: Open[2]: NamedX11Display[:1, 0x7f4d24006af0, refCount 1, unCloseable false]
Finished.
