
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 2365 | Sardine: 158 | Crab: 20 | Shark: 30 | Total: 2575
Simulated Sec 2 | Algae: 2365 | Sardine: 157 | Crab: 20 | Shark: 30 | Total: 2575
Simulated Sec 3 | Algae: 2361 | Sardine: 156 | Crab: 20 | Shark: 30 | Total: 2571
Simulated Sec 4 | Algae: 2357 | Sardine: 150 | Crab: 20 | Shark: 30 | Total: 2567
Simulated Sec 5 | Algae: 2326 | Sardine: 146 | Crab: 20 | Shark: 30 | Total: 2536
Simulated Sec 6 | Algae: 2326 | Sardine: 87 | Crab: 20 | Shark: 30 | Total: 2536
Simulated Sec 7 | Algae: 2311 | Sardine: 63 | Crab: 22 | Shark: 30 | Total: 2522
Simulated Sec 8 | Algae: 2304 | Sardine: 59 | Crab: 22 | Shark: 30 | Total: 2515
Simulated Sec 9 | Algae: 2274 | Sardine: 54 | Crab: 22 | Shark: 30 | Total: 2485
Simulated Sec 10 | Algae: 2274 | Sardine: 53 | Crab: 23 | Shark: 30 | Total: 2485
Simulated Sec 11 | Algae: 2266 | Sardine: 50 | Crab: 23 | Shark: 30 | Total: 2477
Simulated Sec 12 | Algae: 2259 | Sardine: 46 | Crab: 23 | Shark: 30 | Total: 2470
Simulated Sec 13 | Algae: 2231 | Sardine: 44 | Crab: 23 | Shark: 30 | Total: 2442
Simulated Sec 14 | Algae: 2231 | Sardine: 43 | Crab: 23 | Shark: 30 | Total: 2442
Simulated Sec 15 | Algae: 2225 | Sardine: 43 | Crab: 24 | Shark: 30 | Total: 2437
Simulated Sec 16 | Algae: 2218 | Sardine: 42 | Crab: 24 | Shark: 30 | Total: 2429
Simulated Sec 17 | Algae: 2196 | Sardine: 42 | Crab: 24 | Shark: 30 | Total: 2407
Simulated Sec 18 | Algae: 2196 | Sardine: 40 | Crab: 24 | Shark: 30 | Total: 2407
Simulated Sec 19 | Algae: 2190 | Sardine: 39 | Crab: 25 | Shark: 30 | Total: 2401
Simulated Sec 20 | Algae: 2183 | Sardine: 37 | Crab: 25 | Shark: 30 | Total: 2394
Simulated Sec 21 | Algae: 2169 | Sardine: 36 | Crab: 25 | Shark: 30 | Total: 2380
Simulated Sec 22 | Algae: 2165 | Sardine: 33 | Crab: 25 | Shark: 30 | Total: 2376
Simulated Sec 23 | Algae: 2160 | Sardine: 31 | Crab: 31 | Shark: 30 | Total: 2372
Simulated Sec 24 | Algae: 2155 | Sardine: 30 | Crab: 31 | Shark: 29 | Total: 2367
Simulated Sec 25 | Algae: 2144 | Sardine: 28 | Crab: 31 | Shark: 26 | Total: 2356
Simulated Sec 26 | Algae: 2142 | Sardine: 26 | Crab: 31 | Shark: 25 | Total: 2354
Simulated Sec 27 | Algae: 2139 | Sardine: 25 | Crab: 33 | Shark: 22 | Total: 2351
Simulated Sec 28 | Algae: 2134 | Sardine: 24 | Crab: 33 | Shark: 22 | Total: 2346
Simulated Sec 29 | Algae: 2123 | Sardine: 24 | Crab: 34 | Shark: 21 | Total: 2336
Simulated Sec 30 | Algae: 2118 | Sardine: 24 | Crab: 34 | Shark: 19 | Total: 2331
Simulated Sec 31 | Algae: 2115 | Sardine: 24 | Crab: 34 | Shark: 16 | Total: 2328
Simulated Sec 32 | Algae: 2111 | Sardine: 25 | Crab: 34 | Shark: 15 | Total: 2325
Simulated Sec 33 | Algae: 2236 | Sardine: 27 | Crab: 34 | Shark: 15 | Total: 2453
Simulated Sec 34 | Algae: 2371 | Sardine: 28 | Crab: 34 | Shark: 14 | Total: 2589
Simulated Sec 35 | Algae: 2502 | Sardine: 29 | Crab: 34 | Shark: 14 | Total: 2721
Simulated Sec 36 | Algae: 2625 | Sardine: 30 | Crab: 34 | Shark: 13 | Total: 2845
Simulated Sec 37 | Algae: 2729 | Sardine: 34 | Crab: 34 | Shark: 12 | Total: 2953
Simulated Sec 38 | Algae: 2833 | Sardine: 36 | Crab: 34 | Shark: 11 | Total: 3060
Simulated Sec 39 | Algae: 2908 | Sardine: 36 | Crab: 34 | Shark: 11 | Total: 3136
Simulated Sec 40 | Algae: 2986 | Sardine: 36 | Crab: 36 | Shark: 9 | Total: 3215
Simulated Sec 41 | Algae: 3049 | Sardine: 36 | Crab: 36 | Shark: 8 | Total: 3280
Simulated Sec 42 | Algae: 3125 | Sardine: 37 | Crab: 27 | Shark: 8 | Total: 3358
