
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 998 | Sardine: 100 | Crab: 20 | Shark: 3 | Total: 1121
Simulated Sec 2 | Algae: 988 | Sardine: 100 | Crab: 20 | Shark: 3 | Total: 1111
Simulated Sec 3 | Algae: 967 | Sardine: 101 | Crab: 20 | Shark: 3 | Total: 1091
Simulated Sec 4 | Algae: 955 | Sardine: 104 | Crab: 20 | Shark: 3 | Total: 1082
Simulated Sec 5 | Algae: 949 | Sardine: 104 | Crab: 20 | Shark: 3 | Total: 1076
Simulated Sec 6 | Algae: 939 | Sardine: 105 | Crab: 20 | Shark: 3 | Total: 1068
Simulated Sec 7 | Algae: 919 | Sardine: 110 | Crab: 20 | Shark: 3 | Total: 1053
Simulated Sec 8 | Algae: 905 | Sardine: 111 | Crab: 20 | Shark: 3 | Total: 1040
Simulated Sec 9 | Algae: 898 | Sardine: 114 | Crab: 20 | Shark: 3 | Total: 1036
Simulated Sec 10 | Algae: 891 | Sardine: 117 | Crab: 20 | Shark: 3 | Total: 1032
Simulated Sec 11 | Algae: 944 | Sardine: 123 | Crab: 20 | Shark: 3 | Total: 1091
Simulated Sec 12 | Algae: 1121 | Sardine: 91 | Crab: 20 | Shark: 3 | Total: 1274
Simulated Sec 13 | Algae: 1271 | Sardine: 81 | Crab: 20 | Shark: 3 | Total: 1429
Simulated Sec 14 | Algae: 1386 | Sardine: 83 | Crab: 20 | Shark: 3 | Total: 1546
Simulated Sec 15 | Algae: 1478 | Sardine: 88 | Crab: 20 | Shark: 3 | Total: 1645
Simulated Sec 16 | Algae: 1543 | Sardine: 98 | Crab: 20 | Shark: 3 | Total: 1722
Simulated Sec 17 | Algae: 1551 | Sardine: 104 | Crab: 20 | Shark: 3 | Total: 1736
Simulated Sec 18 | Algae: 1528 | Sardine: 108 | Crab: 20 | Shark: 3 | Total: 1718
Simulated Sec 19 | Algae: 1501 | Sardine: 110 | Crab: 20 | Shark: 3 | Total: 1698
Simulated Sec 20 | Algae: 1478 | Sardine: 112 | Crab: 20 | Shark: 3 | Total: 1679
Simulated Sec 21 | Algae: 1451 | Sardine: 121 | Crab: 20 | Shark: 3 | Total: 1662
