
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 2912 | Sardine: 220 | Crab: 20 | Shark: 10 | Total: 3164
Simulated Sec 2 | Algae: 2794 | Sardine: 253 | Crab: 20 | Shark: 10 | Total: 3080
Simulated Sec 3 | Algae: 2654 | Sardine: 298 | Crab: 20 | Shark: 10 | Total: 2985
Simulated Sec 4 | Algae: 2438 | Sardine: 371 | Crab: 20 | Shark: 10 | Total: 2844
Simulated Sec 5 | Algae: 2161 | Sardine: 469 | Crab: 20 | Shark: 10 | Total: 2666
Simulated Sec 6 | Algae: 1908 | Sardine: 547 | Crab: 20 | Shark: 10 | Total: 2492
Simulated Sec 7 | Algae: 1670 | Sardine: 628 | Crab: 20 | Shark: 10 | Total: 2335
Simulated Sec 8 | Algae: 1474 | Sardine: 697 | Crab: 20 | Shark: 10 | Total: 2209
Simulated Sec 9 | Algae: 1320 | Sardine: 750 | Crab: 20 | Shark: 10 | Total: 2107
Simulated Sec 10 | Algae: 1227 | Sardine: 780 | Crab: 20 | Shark: 10 | Total: 2044
Simulated Sec 11 | Algae: 1179 | Sardine: 795 | Crab: 20 | Shark: 10 | Total: 2013
Simulated Sec 12 | Algae: 1135 | Sardine: 809 | Crab: 20 | Shark: 10 | Total: 1984
Simulated Sec 13 | Algae: 1077 | Sardine: 830 | Crab: 20 | Shark: 10 | Total: 1947
Simulated Sec 14 | Algae: 1005 | Sardine: 857 | Crab: 20 | Shark: 10 | Total: 1903
Simulated Sec 15 | Algae: 918 | Sardine: 889 | Crab: 20 | Shark: 10 | Total: 1849
Simulated Sec 16 | Algae: 832 | Sardine: 920 | Crab: 20 | Shark: 10 | Total: 1794
Simulated Sec 17 | Algae: 749 | Sardine: 946 | Crab: 20 | Shark: 10 | Total: 1739
Simulated Sec 18 | Algae: 659 | Sardine: 979 | Crab: 20 | Shark: 10 | Total: 1682
Simulated Sec 19 | Algae: 555 | Sardine: 964 | Crab: 20 | Shark: 10 | Total: 1626
Simulated Sec 20 | Algae: 524 | Sardine: 967 | Crab: 20 | Shark: 10 | Total: 1620
Simulated Sec 21 | Algae: 467 | Sardine: 979 | Crab: 20 | Shark: 10 | Total: 1603
Simulated Sec 22 | Algae: 349 | Sardine: 1018 | Crab: 20 | Shark: 10 | Total: 1536
Simulated Sec 23 | Algae: 263 | Sardine: 1046 | Crab: 20 | Shark: 10 | Total: 1485
Simulated Sec 24 | Algae: 169 | Sardine: 1074 | Crab: 20 | Shark: 10 | Total: 1422
Simulated Sec 25 | Algae: 131 | Sardine: 1083 | Crab: 20 | Shark: 10 | Total: 1406
Simulated Sec 26 | Algae: 106 | Sardine: 1088 | Crab: 20 | Shark: 10 | Total: 1390
Simulated Sec 27 | Algae: 80 | Sardine: 1081 | Crab: 20 | Shark: 10 | Total: 1370
Simulated Sec 28 | Algae: 29 | Sardine: 1089 | Crab: 20 | Shark: 10 | Total: 1337
Simulated Sec 29 | Algae: 12 | Sardine: 1082 | Crab: 20 | Shark: 10 | Total: 1325
Simulated Sec 30 | Algae: 11 | Sardine: 1062 | Crab: 20 | Shark: 10 | Total: 1323
Simulated Sec 31 | Algae: 11 | Sardine: 1023 | Crab: 20 | Shark: 10 | Total: 1321
Simulated Sec 32 | Algae: 11 | Sardine: 1001 | Crab: 20 | Shark: 10 | Total: 1319
Simulated Sec 33 | Algae: 11 | Sardine: 973 | Crab: 20 | Shark: 10 | Total: 1317
Simulated Sec 34 | Algae: 11 | Sardine: 932 | Crab: 9 | Shark: 10 | Total: 1317
Simulated Sec 35 | Algae: 11 | Sardine: 891 | Crab: 9 | Shark: 10 | Total: 1315
Simulated Sec 36 | Algae: 11 | Sardine: 853 | Crab: 9 | Shark: 10 | Total: 1315
Simulated Sec 37 | Algae: 11 | Sardine: 810 | Crab: 9 | Shark: 10 | Total: 1315
Simulated Sec 38 | Algae: 11 | Sardine: 775 | Crab: 9 | Shark: 10 | Total: 1315
Simulated Sec 39 | Algae: 10 | Sardine: 744 | Crab: 9 | Shark: 10 | Total: 1313
Simulated Sec 40 | Algae: 10 | Sardine: 702 | Crab: 9 | Shark: 10 | Total: 1313
Simulated Sec 41 | Algae: 10 | Sardine: 662 | Crab: 9 | Shark: 10 | Total: 1313
Simulated Sec 42 | Algae: 10 | Sardine: 636 | Crab: 9 | Shark: 10 | Total: 1312
Simulated Sec 43 | Algae: 10 | Sardine: 599 | Crab: 9 | Shark: 10 | Total: 1311
Simulated Sec 44 | Algae: 10 | Sardine: 567 | Crab: 9 | Shark: 10 | Total: 1311
Simulated Sec 45 | Algae: 11 | Sardine: 531 | Crab: 8 | Shark: 10 | Total: 1309
Simulated Sec 46 | Algae: 11 | Sardine: 501 | Crab: 8 | Shark: 9 | Total: 1309
Simulated Sec 47 | Algae: 11 | Sardine: 456 | Crab: 8 | Shark: 9 | Total: 1307
Simulated Sec 48 | Algae: 11 | Sardine: 421 | Crab: 8 | Shark: 9 | Total: 1306
Simulated Sec 49 | Algae: 11 | Sardine: 385 | Crab: 8 | Shark: 9 | Total: 1305
Simulated Sec 50 | Algae: 11 | Sardine: 360 | Crab: 8 | Shark: 9 | Total: 1305
Simulated Sec 51 | Algae: 12 | Sardine: 327 | Crab: 8 | Shark: 9 | Total: 1305
Simulated Sec 52 | Algae: 20 | Sardine: 292 | Crab: 8 | Shark: 9 | Total: 1311
Simulated Sec 53 | Algae: 19 | Sardine: 255 | Crab: 8 | Shark: 9 | Total: 1310
Simulated Sec 54 | Algae: 19 | Sardine: 233 | Crab: 8 | Shark: 8 | Total: 1308
Simulated Sec 55 | Algae: 19 | Sardine: 212 | Crab: 8 | Shark: 7 | Total: 1305
Simulated Sec 56 | Algae: 19 | Sardine: 197 | Crab: 8 | Shark: 7 | Total: 1305
Simulated Sec 57 | Algae: 19 | Sardine: 183 | Crab: 8 | Shark: 7 | Total: 1304
Simulated Sec 58 | Algae: 19 | Sardine: 174 | Crab: 8 | Shark: 5 | Total: 1302
Simulated Sec 59 | Algae: 18 | Sardine: 161 | Crab: 8 | Shark: 5 | Total: 1300
Simulated Sec 60 | Algae: 18 | Sardine: 150 | Crab: 8 | Shark: 5 | Total: 1299
