
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 1000 | Sardine: 100 | Crab: 20 | Shark: 6 | Total: 1126
Simulated Sec 2 | Algae: 996 | Sardine: 100 | Crab: 20 | Shark: 6 | Total: 1122
Simulated Sec 3 | Algae: 982 | Sardine: 103 | Crab: 20 | Shark: 6 | Total: 1112
Simulated Sec 4 | Algae: 961 | Sardine: 106 | Crab: 20 | Shark: 6 | Total: 1094
Simulated Sec 5 | Algae: 944 | Sardine: 111 | Crab: 20 | Shark: 6 | Total: 1082
Simulated Sec 6 | Algae: 917 | Sardine: 119 | Crab: 20 | Shark: 6 | Total: 1064
Simulated Sec 7 | Algae: 899 | Sardine: 128 | Crab: 20 | Shark: 6 | Total: 1055
Simulated Sec 8 | Algae: 866 | Sardine: 142 | Crab: 20 | Shark: 6 | Total: 1036
Simulated Sec 9 | Algae: 1027 | Sardine: 159 | Crab: 20 | Shark: 6 | Total: 1214
Simulated Sec 10 | Algae: 1211 | Sardine: 183 | Crab: 20 | Shark: 6 | Total: 1422
Simulated Sec 11 | Algae: 1299 | Sardine: 203 | Crab: 20 | Shark: 6 | Total: 1530
Simulated Sec 12 | Algae: 1378 | Sardine: 218 | Crab: 20 | Shark: 6 | Total: 1624
Simulated Sec 13 | Algae: 1369 | Sardine: 230 | Crab: 20 | Shark: 6 | Total: 1629
Simulated Sec 14 | Algae: 1318 | Sardine: 249 | Crab: 20 | Shark: 6 | Total: 1597
Simulated Sec 15 | Algae: 1271 | Sardine: 267 | Crab: 20 | Shark: 6 | Total: 1568
Simulated Sec 16 | Algae: 1193 | Sardine: 304 | Crab: 20 | Shark: 6 | Total: 1528
Simulated Sec 17 | Algae: 1150 | Sardine: 318 | Crab: 20 | Shark: 6 | Total: 1500
Simulated Sec 18 | Algae: 1235 | Sardine: 335 | Crab: 21 | Shark: 6 | Total: 1603
Simulated Sec 19 | Algae: 1317 | Sardine: 343 | Crab: 21 | Shark: 6 | Total: 1722
