
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 995 | Sardine: 101 | Crab: 20 | Shark: 3 | Total: 1119
Simulated Sec 2 | Algae: 988 | Sardine: 103 | Crab: 20 | Shark: 3 | Total: 1114
Simulated Sec 3 | Algae: 980 | Sardine: 104 | Crab: 20 | Shark: 3 | Total: 1107
Simulated Sec 4 | Algae: 974 | Sardine: 105 | Crab: 20 | Shark: 3 | Total: 1103
Simulated Sec 5 | Algae: 960 | Sardine: 108 | Crab: 20 | Shark: 3 | Total: 1093
Simulated Sec 6 | Algae: 952 | Sardine: 111 | Crab: 20 | Shark: 3 | Total: 1088
Simulated Sec 7 | Algae: 941 | Sardine: 114 | Crab: 20 | Shark: 3 | Total: 1080
Simulated Sec 8 | Algae: 927 | Sardine: 120 | Crab: 20 | Shark: 3 | Total: 1072
Simulated Sec 9 | Algae: 906 | Sardine: 125 | Crab: 20 | Shark: 3 | Total: 1056
Simulated Sec 10 | Algae: 878 | Sardine: 135 | Crab: 20 | Shark: 3 | Total: 1038
Simulated Sec 11 | Algae: 860 | Sardine: 142 | Crab: 20 | Shark: 3 | Total: 1027
Simulated Sec 12 | Algae: 843 | Sardine: 147 | Crab: 20 | Shark: 3 | Total: 1015
Simulated Sec 13 | Algae: 824 | Sardine: 155 | Crab: 20 | Shark: 3 | Total: 1004
Simulated Sec 14 | Algae: 809 | Sardine: 161 | Crab: 20 | Shark: 3 | Total: 995
Simulated Sec 15 | Algae: 787 | Sardine: 167 | Crab: 20 | Shark: 3 | Total: 979
Simulated Sec 16 | Algae: 773 | Sardine: 172 | Crab: 20 | Shark: 3 | Total: 970
Simulated Sec 17 | Algae: 760 | Sardine: 176 | Crab: 20 | Shark: 3 | Total: 961
Simulated Sec 18 | Algae: 748 | Sardine: 182 | Crab: 20 | Shark: 3 | Total: 955
Simulated Sec 19 | Algae: 733 | Sardine: 188 | Crab: 20 | Shark: 3 | Total: 946
Simulated Sec 20 | Algae: 721 | Sardine: 191 | Crab: 20 | Shark: 3 | Total: 938
Simulated Sec 21 | Algae: 705 | Sardine: 197 | Crab: 20 | Shark: 3 | Total: 928
Simulated Sec 22 | Algae: 693 | Sardine: 200 | Crab: 20 | Shark: 3 | Total: 919
Simulated Sec 23 | Algae: 677 | Sardine: 208 | Crab: 20 | Shark: 3 | Total: 911
Simulated Sec 24 | Algae: 660 | Sardine: 215 | Crab: 20 | Shark: 3 | Total: 901
Simulated Sec 25 | Algae: 633 | Sardine: 231 | Crab: 20 | Shark: 4 | Total: 892
Simulated Sec 26 | Algae: 612 | Sardine: 245 | Crab: 20 | Shark: 4 | Total: 885
Simulated Sec 27 | Algae: 606 | Sardine: 250 | Crab: 20 | Shark: 4 | Total: 884
Simulated Sec 28 | Algae: 625 | Sardine: 251 | Crab: 20 | Shark: 4 | Total: 904
Simulated Sec 29 | Algae: 672 | Sardine: 251 | Crab: 20 | Shark: 4 | Total: 952
