
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 1987 | Sardine: 199 | Crab: 15 | Shark: 9 | Total: 2211
Simulated Sec 2 | Algae: 1964 | Sardine: 200 | Crab: 15 | Shark: 10 | Total: 2191
Simulated Sec 3 | Algae: 1934 | Sardine: 200 | Crab: 15 | Shark: 12 | Total: 2166
Simulated Sec 4 | Algae: 1910 | Sardine: 198 | Crab: 15 | Shark: 13 | Total: 2144
Simulated Sec 5 | Algae: 1872 | Sardine: 202 | Crab: 15 | Shark: 14 | Total: 2114
Simulated Sec 6 | Algae: 1835 | Sardine: 211 | Crab: 15 | Shark: 15 | Total: 2088
Simulated Sec 7 | Algae: 1768 | Sardine: 223 | Crab: 15 | Shark: 15 | Total: 2034
Simulated Sec 8 | Algae: 1703 | Sardine: 229 | Crab: 15 | Shark: 15 | Total: 1975
Simulated Sec 9 | Algae: 1639 | Sardine: 240 | Crab: 15 | Shark: 15 | Total: 1922
Simulated Sec 10 | Algae: 1581 | Sardine: 245 | Crab: 15 | Shark: 15 | Total: 1869
Simulated Sec 11 | Algae: 1535 | Sardine: 257 | Crab: 15 | Shark: 15 | Total: 1836
Simulated Sec 12 | Algae: 1510 | Sardine: 199 | Crab: 15 | Shark: 15 | Total: 1814
Simulated Sec 13 | Algae: 1476 | Sardine: 199 | Crab: 15 | Shark: 15 | Total: 1786
Simulated Sec 14 | Algae: 1426 | Sardine: 203 | Crab: 15 | Shark: 15 | Total: 1746
Simulated Sec 15 | Algae: 1373 | Sardine: 210 | Crab: 15 | Shark: 15 | Total: 1709
Simulated Sec 16 | Algae: 1320 | Sardine: 217 | Crab: 15 | Shark: 15 | Total: 1665
Simulated Sec 17 | Algae: 1278 | Sardine: 227 | Crab: 15 | Shark: 15 | Total: 1634
Simulated Sec 18 | Algae: 1212 | Sardine: 246 | Crab: 15 | Shark: 15 | Total: 1588
Simulated Sec 19 | Algae: 1154 | Sardine: 263 | Crab: 15 | Shark: 15 | Total: 1548
Simulated Sec 20 | Algae: 1100 | Sardine: 276 | Crab: 15 | Shark: 15 | Total: 1508
Simulated Sec 21 | Algae: 1050 | Sardine: 286 | Crab: 15 | Shark: 15 | Total: 1470
Simulated Sec 22 | Algae: 984 | Sardine: 302 | Crab: 15 | Shark: 15 | Total: 1421
Simulated Sec 23 | Algae: 926 | Sardine: 312 | Crab: 15 | Shark: 15 | Total: 1378
Simulated Sec 24 | Algae: 876 | Sardine: 318 | Crab: 15 | Shark: 15 | Total: 1343
Simulated Sec 25 | Algae: 826 | Sardine: 328 | Crab: 15 | Shark: 15 | Total: 1310
Simulated Sec 26 | Algae: 774 | Sardine: 334 | Crab: 15 | Shark: 15 | Total: 1269
Simulated Sec 27 | Algae: 727 | Sardine: 338 | Crab: 15 | Shark: 15 | Total: 1233
Simulated Sec 28 | Algae: 684 | Sardine: 344 | Crab: 15 | Shark: 15 | Total: 1204
Simulated Sec 29 | Algae: 658 | Sardine: 346 | Crab: 15 | Shark: 15 | Total: 1182
Simulated Sec 30 | Algae: 612 | Sardine: 349 | Crab: 15 | Shark: 15 | Total: 1149
Simulated Sec 31 | Algae: 576 | Sardine: 348 | Crab: 15 | Shark: 15 | Total: 1123
Simulated Sec 32 | Algae: 550 | Sardine: 352 | Crab: 15 | Shark: 15 | Total: 1106
Simulated Sec 33 | Algae: 521 | Sardine: 348 | Crab: 15 | Shark: 15 | Total: 1087
Simulated Sec 34 | Algae: 491 | Sardine: 340 | Crab: 3 | Shark: 15 | Total: 1062
Simulated Sec 35 | Algae: 466 | Sardine: 340 | Crab: 3 | Shark: 15 | Total: 1043
Simulated Sec 36 | Algae: 428 | Sardine: 338 | Crab: 3 | Shark: 15 | Total: 1014
Simulated Sec 37 | Algae: 389 | Sardine: 337 | Crab: 3 | Shark: 15 | Total: 990
Simulated Sec 38 | Algae: 351 | Sardine: 341 | Crab: 3 | Shark: 15 | Total: 965
Simulated Sec 39 | Algae: 332 | Sardine: 331 | Crab: 3 | Shark: 15 | Total: 953
Simulated Sec 40 | Algae: 316 | Sardine: 319 | Crab: 3 | Shark: 15 | Total: 945
Simulated Sec 41 | Algae: 294 | Sardine: 304 | Crab: 3 | Shark: 15 | Total: 929
