
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 996 | Sardine: 100 | Crab: 10 | Shark: 3 | Total: 1109
Simulated Sec 2 | Algae: 988 | Sardine: 101 | Crab: 10 | Shark: 3 | Total: 1102
Simulated Sec 3 | Algae: 971 | Sardine: 101 | Crab: 10 | Shark: 3 | Total: 1085
Simulated Sec 4 | Algae: 964 | Sardine: 103 | Crab: 10 | Shark: 3 | Total: 1080
Simulated Sec 5 | Algae: 950 | Sardine: 104 | Crab: 10 | Shark: 3 | Total: 1067
Simulated Sec 6 | Algae: 938 | Sardine: 104 | Crab: 10 | Shark: 3 | Total: 1055
Simulated Sec 7 | Algae: 921 | Sardine: 106 | Crab: 10 | Shark: 4 | Total: 1043
Simulated Sec 8 | Algae: 911 | Sardine: 108 | Crab: 10 | Shark: 4 | Total: 1035
Simulated Sec 9 | Algae: 891 | Sardine: 111 | Crab: 10 | Shark: 4 | Total: 1018
Simulated Sec 10 | Algae: 873 | Sardine: 116 | Crab: 10 | Shark: 4 | Total: 1005
Simulated Sec 11 | Algae: 857 | Sardine: 121 | Crab: 10 | Shark: 4 | Total: 994
Simulated Sec 12 | Algae: 844 | Sardine: 78 | Crab: 10 | Shark: 4 | Total: 982
Simulated Sec 13 | Algae: 830 | Sardine: 76 | Crab: 10 | Shark: 4 | Total: 970
Simulated Sec 14 | Algae: 803 | Sardine: 83 | Crab: 10 | Shark: 4 | Total: 951
Simulated Sec 15 | Algae: 788 | Sardine: 90 | Crab: 10 | Shark: 4 | Total: 943
Simulated Sec 16 | Algae: 776 | Sardine: 94 | Crab: 10 | Shark: 4 | Total: 935
Simulated Sec 17 | Algae: 750 | Sardine: 101 | Crab: 10 | Shark: 4 | Total: 918
Simulated Sec 18 | Algae: 730 | Sardine: 105 | Crab: 10 | Shark: 4 | Total: 903
Simulated Sec 19 | Algae: 721 | Sardine: 105 | Crab: 10 | Shark: 4 | Total: 897
Simulated Sec 20 | Algae: 713 | Sardine: 105 | Crab: 10 | Shark: 4 | Total: 892
Simulated Sec 21 | Algae: 763 | Sardine: 106 | Crab: 10 | Shark: 4 | Total: 945
Simulated Sec 22 | Algae: 828 | Sardine: 112 | Crab: 10 | Shark: 4 | Total: 1017
Simulated Sec 23 | Algae: 873 | Sardine: 110 | Crab: 10 | Shark: 4 | Total: 1062
Simulated Sec 24 | Algae: 922 | Sardine: 109 | Crab: 10 | Shark: 4 | Total: 1112
Simulated Sec 25 | Algae: 961 | Sardine: 113 | Crab: 10 | Shark: 4 | Total: 1155
Simulated Sec 26 | Algae: 1016 | Sardine: 115 | Crab: 10 | Shark: 4 | Total: 1214
Simulated Sec 27 | Algae: 1055 | Sardine: 115 | Crab: 10 | Shark: 4 | Total: 1255
Simulated Sec 28 | Algae: 1088 | Sardine: 111 | Crab: 10 | Shark: 4 | Total: 1288
