
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 3863 | Sardine: 469 | Crab: 20 | Shark: 5 | Total: 4357
Simulated Sec 2 | Algae: 3581 | Sardine: 628 | Crab: 20 | Shark: 5 | Total: 4234
Simulated Sec 3 | Algae: 3162 | Sardine: 887 | Crab: 20 | Shark: 5 | Total: 4074
Simulated Sec 4 | Algae: 2523 | Sardine: 1452 | Crab: 20 | Shark: 5 | Total: 4000
Simulated Sec 5 | Algae: 1880 | Sardine: 2087 | Crab: 20 | Shark: 5 | Total: 3992
Simulated Sec 6 | Algae: 2022 | Sardine: 2427 | Crab: 20 | Shark: 5 | Total: 4474
Simulated Sec 7 | Algae: 2288 | Sardine: 2561 | Crab: 20 | Shark: 5 | Total: 4874
Simulated Sec 8 | Algae: 2398 | Sardine: 2674 | Crab: 20 | Shark: 5 | Total: 5097
Simulated Sec 9 | Algae: 2211 | Sardine: 2786 | Crab: 20 | Shark: 5 | Total: 5023
Simulated Sec 10 | Algae: 1990 | Sardine: 2932 | Crab: 20 | Shark: 5 | Total: 4948
Simulated Sec 11 | Algae: 1768 | Sardine: 3127 | Crab: 20 | Shark: 5 | Total: 4921
Simulated Sec 12 | Algae: 1949 | Sardine: 3343 | Crab: 20 | Shark: 5 | Total: 5319
Simulated Sec 13 | Algae: 1844 | Sardine: 3602 | Crab: 20 | Shark: 5 | Total: 5473
Simulated Sec 14 | Algae: 1622 | Sardine: 3891 | Crab: 20 | Shark: 5 | Total: 5540
Simulated Sec 15 | Algae: 1269 | Sardine: 4205 | Crab: 20 | Shark: 5 | Total: 5501
Simulated Sec 16 | Algae: 1070 | Sardine: 4365 | Crab: 20 | Shark: 5 | Total: 5462
Simulated Sec 17 | Algae: 913 | Sardine: 4539 | Crab: 20 | Shark: 5 | Total: 5479
Simulated Sec 18 | Algae: 757 | Sardine: 4793 | Crab: 20 | Shark: 5 | Total: 5577
Simulated Sec 19 | Algae: 312 | Sardine: 5134 | Crab: 20 | Shark: 5 | Total: 5474
Simulated Sec 20 | Algae: 135 | Sardine: 5241 | Crab: 20 | Shark: 5 | Total: 5408
Simulated Sec 21 | Algae: 135 | Sardine: 5238 | Crab: 20 | Shark: 5 | Total: 5408
Simulated Sec 22 | Algae: 135 | Sardine: 5211 | Crab: 20 | Shark: 5 | Total: 5408
