
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 3933 | Sardine: 398 | Crab: 20 | Shark: 12 | Total: 4366
Simulated Sec 2 | Algae: 3833 | Sardine: 408 | Crab: 20 | Shark: 14 | Total: 4281
Simulated Sec 3 | Algae: 3717 | Sardine: 430 | Crab: 20 | Shark: 16 | Total: 4192
Simulated Sec 4 | Algae: 3601 | Sardine: 464 | Crab: 20 | Shark: 17 | Total: 4113
Simulated Sec 5 | Algae: 3411 | Sardine: 515 | Crab: 20 | Shark: 19 | Total: 3978
Simulated Sec 6 | Algae: 3161 | Sardine: 596 | Crab: 20 | Shark: 19 | Total: 3810
Simulated Sec 7 | Algae: 2916 | Sardine: 668 | Crab: 20 | Shark: 19 | Total: 3638
Simulated Sec 8 | Algae: 2667 | Sardine: 751 | Crab: 20 | Shark: 19 | Total: 3472
Simulated Sec 9 | Algae: 2409 | Sardine: 838 | Crab: 20 | Shark: 19 | Total: 3302
Simulated Sec 10 | Algae: 2116 | Sardine: 949 | Crab: 20 | Shark: 19 | Total: 3120
Simulated Sec 11 | Algae: 1894 | Sardine: 1023 | Crab: 20 | Shark: 19 | Total: 2975
Simulated Sec 12 | Algae: 1690 | Sardine: 960 | Crab: 20 | Shark: 19 | Total: 2835
Simulated Sec 13 | Algae: 1482 | Sardine: 1019 | Crab: 20 | Shark: 19 | Total: 2708
Simulated Sec 14 | Algae: 1316 | Sardine: 1059 | Crab: 20 | Shark: 19 | Total: 2593
Simulated Sec 15 | Algae: 1184 | Sardine: 1100 | Crab: 20 | Shark: 19 | Total: 2501
Simulated Sec 16 | Algae: 1249 | Sardine: 1136 | Crab: 20 | Shark: 19 | Total: 2605
Simulated Sec 17 | Algae: 1311 | Sardine: 1161 | Crab: 20 | Shark: 20 | Total: 2701
Simulated Sec 18 | Algae: 1286 | Sardine: 1195 | Crab: 20 | Shark: 20 | Total: 2706
Simulated Sec 19 | Algae: 1232 | Sardine: 1218 | Crab: 20 | Shark: 20 | Total: 2689
Simulated Sec 20 | Algae: 1184 | Sardine: 1236 | Crab: 20 | Shark: 20 | Total: 2673
Simulated Sec 21 | Algae: 1098 | Sardine: 1249 | Crab: 20 | Shark: 20 | Total: 2632
Simulated Sec 22 | Algae: 982 | Sardine: 1252 | Crab: 20 | Shark: 20 | Total: 2568
Simulated Sec 23 | Algae: 867 | Sardine: 1260 | Crab: 20 | Shark: 20 | Total: 2488
Simulated Sec 24 | Algae: 794 | Sardine: 1248 | Crab: 20 | Shark: 20 | Total: 2439
Simulated Sec 25 | Algae: 735 | Sardine: 1201 | Crab: 20 | Shark: 20 | Total: 2391
Simulated Sec 26 | Algae: 683 | Sardine: 1121 | Crab: 20 | Shark: 20 | Total: 2343
Simulated Sec 27 | Algae: 604 | Sardine: 1049 | Crab: 20 | Shark: 20 | Total: 2285
Simulated Sec 28 | Algae: 531 | Sardine: 1009 | Crab: 20 | Shark: 20 | Total: 2234
Simulated Sec 29 | Algae: 472 | Sardine: 969 | Crab: 20 | Shark: 20 | Total: 2186
Simulated Sec 30 | Algae: 415 | Sardine: 924 | Crab: 20 | Shark: 20 | Total: 2137
Simulated Sec 31 | Algae: 404 | Sardine: 845 | Crab: 20 | Shark: 20 | Total: 2120
Simulated Sec 32 | Algae: 403 | Sardine: 782 | Crab: 20 | Shark: 20 | Total: 2121
Simulated Sec 33 | Algae: 398 | Sardine: 741 | Crab: 20 | Shark: 20 | Total: 2119
Simulated Sec 34 | Algae: 406 | Sardine: 676 | Crab: 20 | Shark: 20 | Total: 2128
Simulated Sec 35 | Algae: 416 | Sardine: 613 | Crab: 20 | Shark: 20 | Total: 2137
Simulated Sec 36 | Algae: 423 | Sardine: 572 | Crab: 20 | Shark: 20 | Total: 2145
Simulated Sec 37 | Algae: 410 | Sardine: 532 | Crab: 20 | Shark: 20 | Total: 2134
Simulated Sec 38 | Algae: 401 | Sardine: 506 | Crab: 20 | Shark: 20 | Total: 2123
Simulated Sec 39 | Algae: 420 | Sardine: 470 | Crab: 20 | Shark: 20 | Total: 2141
Simulated Sec 40 | Algae: 448 | Sardine: 424 | Crab: 20 | Shark: 20 | Total: 2163
Simulated Sec 41 | Algae: 455 | Sardine: 388 | Crab: 20 | Shark: 20 | Total: 2164
Simulated Sec 42 | Algae: 482 | Sardine: 328 | Crab: 20 | Shark: 20 | Total: 2189
Simulated Sec 43 | Algae: 489 | Sardine: 288 | Crab: 20 | Shark: 20 | Total: 2197
Simulated Sec 44 | Algae: 500 | Sardine: 253 | Crab: 20 | Shark: 20 | Total: 2207
Simulated Sec 45 | Algae: 514 | Sardine: 214 | Crab: 20 | Shark: 20 | Total: 2221
Simulated Sec 46 | Algae: 510 | Sardine: 186 | Crab: 20 | Shark: 20 | Total: 2214
Simulated Sec 47 | Algae: 513 | Sardine: 157 | Crab: 20 | Shark: 20 | Total: 2211
Simulated Sec 48 | Algae: 523 | Sardine: 129 | Crab: 20 | Shark: 20 | Total: 2221
