
=== LOADING SOUNDS ===
? ?m thanh: nhacnen.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhspawn.mp3
? ?m thanh: amthanhcull.mp3
==== JavaSound Minim Error ====
==== Don't know the ID3 code TSSE

? ?m thanh: amthanhbutton.mp3
=== SOUND LOADING DONE ===

? Kh?i ??ng nh?c n?n...
? Nh?c n?n ?ang ph?t (volume: 0.50)
Setup Done
Simulated Sec 1 | Algae: 988 | Sardine: 101 | Crab: 20 | Shark: 6 | Total: 1115
Simulated Sec 2 | Algae: 982 | Sardine: 102 | Crab: 20 | Shark: 6 | Total: 1110
Simulated Sec 3 | Algae: 963 | Sardine: 108 | Crab: 20 | Shark: 6 | Total: 1097
Simulated Sec 4 | Algae: 938 | Sardine: 112 | Crab: 20 | Shark: 6 | Total: 1077
Simulated Sec 5 | Algae: 911 | Sardine: 120 | Crab: 20 | Shark: 6 | Total: 1059
Simulated Sec 6 | Algae: 885 | Sardine: 124 | Crab: 20 | Shark: 6 | Total: 1039
Simulated Sec 7 | Algae: 862 | Sardine: 131 | Crab: 20 | Shark: 6 | Total: 1023
Simulated Sec 8 | Algae: 824 | Sardine: 146 | Crab: 20 | Shark: 6 | Total: 1001
Simulated Sec 9 | Algae: 786 | Sardine: 153 | Crab: 20 | Shark: 6 | Total: 971
Simulated Sec 10 | Algae: 753 | Sardine: 166 | Crab: 20 | Shark: 6 | Total: 951
Simulated Sec 11 | Algae: 718 | Sardine: 176 | Crab: 20 | Shark: 6 | Total: 926
Simulated Sec 12 | Algae: 673 | Sardine: 189 | Crab: 20 | Shark: 6 | Total: 894
Simulated Sec 13 | Algae: 642 | Sardine: 202 | Crab: 20 | Shark: 6 | Total: 876
Simulated Sec 14 | Algae: 621 | Sardine: 206 | Crab: 20 | Shark: 6 | Total: 860
Simulated Sec 15 | Algae: 604 | Sardine: 212 | Crab: 20 | Shark: 6 | Total: 850
Simulated Sec 16 | Algae: 582 | Sardine: 217 | Crab: 20 | Shark: 6 | Total: 835
Simulated Sec 17 | Algae: 551 | Sardine: 226 | Crab: 20 | Shark: 6 | Total: 813
Simulated Sec 18 | Algae: 529 | Sardine: 230 | Crab: 20 | Shark: 6 | Total: 795
Simulated Sec 19 | Algae: 495 | Sardine: 221 | Crab: 20 | Shark: 6 | Total: 775
Simulated Sec 20 | Algae: 452 | Sardine: 236 | Crab: 21 | Shark: 6 | Total: 749
Simulated Sec 21 | Algae: 423 | Sardine: 238 | Crab: 21 | Shark: 6 | Total: 726
Simulated Sec 22 | Algae: 385 | Sardine: 252 | Crab: 21 | Shark: 6 | Total: 703
Simulated Sec 23 | Algae: 363 | Sardine: 254 | Crab: 21 | Shark: 6 | Total: 684
Simulated Sec 24 | Algae: 346 | Sardine: 261 | Crab: 21 | Shark: 6 | Total: 675
Simulated Sec 25 | Algae: 324 | Sardine: 274 | Crab: 21 | Shark: 6 | Total: 666
Simulated Sec 26 | Algae: 297 | Sardine: 279 | Crab: 21 | Shark: 6 | Total: 647
Simulated Sec 27 | Algae: 260 | Sardine: 297 | Crab: 21 | Shark: 6 | Total: 628
Simulated Sec 28 | Algae: 248 | Sardine: 313 | Crab: 22 | Shark: 6 | Total: 633
Simulated Sec 29 | Algae: 212 | Sardine: 328 | Crab: 22 | Shark: 6 | Total: 617
Simulated Sec 30 | Algae: 204 | Sardine: 326 | Crab: 22 | Shark: 6 | Total: 617
Simulated Sec 31 | Algae: 191 | Sardine: 328 | Crab: 22 | Shark: 6 | Total: 608
Simulated Sec 32 | Algae: 191 | Sardine: 327 | Crab: 22 | Shark: 6 | Total: 612
Simulated Sec 33 | Algae: 186 | Sardine: 329 | Crab: 22 | Shark: 6 | Total: 610
Simulated Sec 34 | Algae: 176 | Sardine: 327 | Crab: 22 | Shark: 6 | Total: 604
Simulated Sec 35 | Algae: 173 | Sardine: 324 | Crab: 22 | Shark: 6 | Total: 606
Simulated Sec 36 | Algae: 172 | Sardine: 326 | Crab: 22 | Shark: 6 | Total: 613
Simulated Sec 37 | Algae: 162 | Sardine: 320 | Crab: 22 | Shark: 6 | Total: 604
Simulated Sec 38 | Algae: 149 | Sardine: 321 | Crab: 22 | Shark: 6 | Total: 598
Simulated Sec 39 | Algae: 139 | Sardine: 319 | Crab: 22 | Shark: 6 | Total: 589
Simulated Sec 40 | Algae: 137 | Sardine: 311 | Crab: 22 | Shark: 6 | Total: 588
Simulated Sec 41 | Algae: 141 | Sardine: 305 | Crab: 22 | Shark: 6 | Total: 593
Simulated Sec 42 | Algae: 127 | Sardine: 303 | Crab: 22 | Shark: 6 | Total: 582
Simulated Sec 43 | Algae: 126 | Sardine: 297 | Crab: 22 | Shark: 6 | Total: 582
Simulated Sec 44 | Algae: 128 | Sardine: 293 | Crab: 22 | Shark: 6 | Total: 584
Simulated Sec 45 | Algae: 130 | Sardine: 280 | Crab: 22 | Shark: 6 | Total: 586
Simulated Sec 46 | Algae: 126 | Sardine: 274 | Crab: 22 | Shark: 6 | Total: 584
Simulated Sec 47 | Algae: 121 | Sardine: 262 | Crab: 22 | Shark: 7 | Total: 582
Simulated Sec 48 | Algae: 114 | Sardine: 240 | Crab: 22 | Shark: 7 | Total: 574
Simulated Sec 49 | Algae: 114 | Sardine: 230 | Crab: 22 | Shark: 7 | Total: 574
Simulated Sec 50 | Algae: 111 | Sardine: 212 | Crab: 22 | Shark: 7 | Total: 573
Simulated Sec 51 | Algae: 109 | Sardine: 200 | Crab: 22 | Shark: 7 | Total: 570
Simulated Sec 52 | Algae: 109 | Sardine: 190 | Crab: 22 | Shark: 7 | Total: 570
Simulated Sec 53 | Algae: 109 | Sardine: 176 | Crab: 22 | Shark: 7 | Total: 570
Simulated Sec 54 | Algae: 101 | Sardine: 166 | Crab: 22 | Shark: 7 | Total: 560
Simulated Sec 55 | Algae: 94 | Sardine: 163 | Crab: 23 | Shark: 7 | Total: 553
Simulated Sec 56 | Algae: 79 | Sardine: 147 | Crab: 23 | Shark: 7 | Total: 537
Simulated Sec 57 | Algae: 63 | Sardine: 140 | Crab: 23 | Shark: 7 | Total: 522
Simulated Sec 58 | Algae: 57 | Sardine: 129 | Crab: 24 | Shark: 7 | Total: 516
Simulated Sec 59 | Algae: 55 | Sardine: 119 | Crab: 24 | Shark: 7 | Total: 513
Simulated Sec 60 | Algae: 55 | Sardine: 110 | Crab: 24 | Shark: 7 | Total: 513
Simulated Sec 61 | Algae: 63 | Sardine: 97 | Crab: 25 | Shark: 7 | Total: 521
Simulated Sec 62 | Algae: 60 | Sardine: 89 | Crab: 25 | Shark: 7 | Total: 517
Simulated Sec 63 | Algae: 50 | Sardine: 82 | Crab: 16 | Shark: 7 | Total: 511
Simulated Sec 64 | Algae: 51 | Sardine: 74 | Crab: 18 | Shark: 7 | Total: 510
Simulated Sec 65 | Algae: 54 | Sardine: 72 | Crab: 19 | Shark: 7 | Total: 512
Simulated Sec 66 | Algae: 57 | Sardine: 70 | Crab: 19 | Shark: 7 | Total: 513
Simulated Sec 67 | Algae: 57 | Sardine: 68 | Crab: 19 | Shark: 7 | Total: 513
Simulated Sec 68 | Algae: 56 | Sardine: 68 | Crab: 19 | Shark: 7 | Total: 512
Simulated Sec 69 | Algae: 53 | Sardine: 69 | Crab: 20 | Shark: 7 | Total: 488
